Sales_Line_ID,Invoice_ID,Product_Key,Customer_Key,Date_Key,Quantity,UnitPrice,Revenue
4800,575623,2244,1106,20111110,72,0.39,28.080000000000002
4801,570488,2890,1126,20111010,1,1.63,1.63
4802,565151,1493,2906,20110901,1,8.5,8.5
4803,557886,118,3450,20110623,1,2.08,2.08
4804,580752,1576,100,20111206,6,2.1,12.600000000000001
4805,570374,1999,1525,20111010,5,0.83,4.1499999999999995
4806,558124,1104,111,20110627,10,1.65,16.5
4807,566073,939,1428,20110908,1,8.5,8.5
4808,570467,1649,192,20111010,12,1.65,19.799999999999997
4809,568781,1832,1658,20110929,36,8.15,293.40000000000003
4810,571328,2826,95,20111017,12,1.25,15.0
4811,557639,1440,405,20110621,1,2.95,2.95
4812,551351,310,1256,20110428,12,1.45,17.4
4813,550773,369,3304,20110420,6,3.25,19.5
4814,556740,1673,3161,20110614,10,0.42,4.2
4815,556777,619,1331,20110614,8,2.55,20.4
4816,557019,1095,2279,20110616,1,4.25,4.25
4817,564042,1870,1977,20110822,36,1.25,45.0
4818,564661,1448,416,20110826,4,3.75,15.0
4819,553476,1944,1205,20110517,3,4.95,14.850000000000001
4820,580727,1641,1126,20111205,1,2.46,2.46
4821,546979,1540,2495,20110318,96,0.72,69.12
4822,544931,2263,750,20110224,12,1.49,17.88
4823,561113,36,3472,20110725,25,0.42,10.5
4824,551982,902,1702,20110505,3,2.1,6.300000000000001
4825,578270,2367,1126,20111123,8,1.66,13.28
4826,555566,125,1484,20110605,5,1.65,8.25
4827,564141,1653,3472,20110823,2,3.75,7.5
4828,570499,896,311,20111011,3,4.95,14.850000000000001
4829,575516,353,3156,20111110,12,1.25,15.0
4830,573345,295,3327,20111030,1,1.69,1.69
4831,560115,1754,3472,20110715,1,6.25,6.25
4832,561900,796,2729,20110731,12,0.42,5.04
4833,578548,2506,3160,20111124,1,2.55,2.55
4834,562233,1145,1674,20110803,1,4.95,4.95
4835,572242,1305,2130,20111021,12,0.85,10.2
4836,574714,852,1968,20111106,5,0.39,1.9500000000000002
4837,549984,587,1794,20110413,12,1.25,15.0
4838,549431,1470,2259,20110408,18,1.25,22.5
4839,552572,2439,1498,20110510,24,4.95,118.80000000000001
4840,580903,1828,1450,20111206,3,4.15,12.450000000000001
4841,563933,655,2665,20110821,2,9.95,19.9
4842,578531,2640,3173,20111124,1,1.25,1.25
4843,565836,1324,3269,20110907,48,1.45,69.6
4844,548614,6,1327,20110401,4,1.25,5.0
4845,563620,2321,452,20110818,3,5.95,17.85
4846,543478,317,931,20110208,48,2.08,99.84
4847,537250,100,265,20101206,8,1.25,10.0
4848,550712,1639,1803,20110420,6,2.1,12.600000000000001
4849,580527,1864,894,20111204,1,1.65,1.65
4850,571123,661,1604,20111014,12,1.25,15.0
4851,536587,1441,1158,20101201,6,2.95,17.700000000000003
4852,576063,1833,2010,20111113,6,4.15,24.900000000000002
4853,579885,2223,1978,20111130,4,0.83,3.32
4854,537391,1628,2669,20101206,8,0.55,4.4
4855,541566,1073,3403,20110119,24,0.21,5.04
4856,573359,1081,1180,20111030,3,0.85,2.55
4857,581266,564,204,20111208,1,14.95,14.95
4858,559834,1160,169,20110713,6,2.95,17.700000000000003
4859,572669,1952,2668,20111025,1,0.55,0.55
4860,570019,1361,3472,20111007,1,1.65,1.65
4861,538198,571,3462,20101210,6,2.1,12.600000000000001
4862,573116,2133,1399,20111027,1,2.08,2.08
4863,562772,709,501,20110809,12,1.25,15.0
4864,538890,1417,366,20101214,24,0.42,10.08
4865,578541,1775,1243,20111124,2,4.95,9.9
4866,548358,893,2228,20110330,12,1.65,19.799999999999997
4867,555631,754,3641,20110606,3,2.08,6.24
4868,563917,1955,1432,20110821,72,0.42,30.24
4869,552734,522,3218,20110511,6,2.55,15.299999999999999
4870,571438,1002,1734,20111017,16,0.39,6.24
4871,569563,1934,103,20111005,16,0.85,13.6
4872,556685,1193,1383,20110614,12,1.25,15.0
4873,547918,961,1859,20110328,12,0.85,10.2
4874,563502,1635,278,20110817,6,4.25,25.5
4875,578510,123,1101,20111124,3,0.85,2.55
4876,549885,1209,3075,20110412,6,5.95,35.7
4877,566018,522,523,20110908,2,2.55,5.1
4878,578633,508,2704,20111124,12,0.42,5.04
4879,554682,2674,1119,20110525,4,1.65,6.6
4880,576386,900,921,20111115,70,1.25,87.5
4881,542221,851,1679,20110126,4,2.95,11.8
4882,578736,1817,246,20111125,12,2.08,24.96
4883,538942,2809,3161,20101215,24,0.42,10.08
4884,541523,622,3396,20110119,2,1.25,2.5
4885,539263,496,2677,20101216,6,2.95,17.700000000000003
4886,544278,1317,1941,20110217,24,0.29,6.959999999999999
4887,565994,517,589,20110908,1,6.95,6.95
4888,537467,2744,2374,20101207,2,1.25,2.5
4889,537829,844,2008,20101208,12,2.95,35.400000000000006
4890,553060,2756,2223,20110513,2,12.75,25.5
4891,555525,753,1518,20110605,10,2.08,20.8
4892,558892,21,3311,20110704,10,3.95,39.5
4893,553879,125,2198,20110519,10,1.65,16.5
4894,545227,2679,63,20110301,2,12.75,25.5
4895,573287,2711,1188,20111028,24,1.25,30.0
4896,562269,837,1101,20110803,3,1.65,4.949999999999999
4897,548511,1057,1101,20110331,1,2.95,2.95
4898,560635,1529,130,20110720,1,14.95,14.95
4899,580831,1322,1326,20111206,4,3.75,15.0
4900,561656,2347,2994,20110728,2,7.95,15.9
4901,571779,1149,296,20111019,1,1.95,1.95
4902,555851,1763,475,20110607,1,1.65,1.65
4903,575867,1216,1712,20111111,2,4.95,9.9
4904,576650,1411,1248,20111116,12,0.42,5.04
4905,537057,1575,1922,20101205,1,1.95,1.95
4906,580986,1412,226,20111206,12,0.42,5.04
4907,562046,1062,26,20110802,8,1.65,13.2
4908,567294,1788,920,20110919,4,4.15,16.6
4909,560603,283,3680,20110720,3,4.95,14.850000000000001
4910,580705,1941,248,20111205,8,0.83,6.64
4911,569521,1973,2630,20111004,1,3.75,3.75
4912,569246,2603,1126,20111003,8,1.24,9.92
4913,554842,1447,1540,20110526,4,3.75,15.0
4914,580771,1455,2341,20111206,2,0.39,0.78
4915,576503,2001,3287,20111115,3,5.95,17.85
4916,566913,1956,3324,20110915,6,2.55,15.299999999999999
4917,543374,353,2922,20110207,12,1.25,15.0
4918,563268,2347,1026,20110815,2,7.95,15.9
4919,576827,657,383,20111116,720,0.85,612.0
4920,550184,2511,3323,20110414,1,2.1,2.1
4921,553684,1397,2575,20110518,24,2.55,61.199999999999996
4922,561710,1150,954,20110729,1,1.25,1.25
4923,560841,1812,1256,20110721,4,3.39,13.56
4924,574062,1380,3372,20111102,20,1.25,25.0
4925,569383,2344,1803,20111003,10,7.08,70.8
4926,547772,600,3561,20110325,1,3.75,3.75
4927,571446,1833,1637,20111017,48,4.15,199.20000000000002
4928,554545,1817,504,20110525,12,2.08,24.96
4929,544200,2816,112,20110217,6,2.55,15.299999999999999
4930,556477,594,351,20110612,12,0.85,10.2
4931,551776,1600,604,20110504,6,0.85,5.1
4932,551194,126,1450,20110427,2,1.65,3.3
4933,537242,2779,1545,20101206,6,2.95,17.700000000000003
4934,537400,2455,3068,20101206,6,2.95,17.700000000000003
4935,577549,1104,3472,20111120,1,1.65,1.65
4936,581123,1861,2173,20111207,10,2.08,20.8
4937,574704,2682,2140,20111106,4,4.25,17.0
4938,574103,1956,837,20111103,6,2.55,15.299999999999999
4939,580137,1597,3303,20111201,1,0.65,0.65
4940,581377,1739,1154,20111208,24,1.25,30.0
4941,543777,197,1954,20110211,1,1.25,1.25
4942,559424,618,3643,20110708,18,1.25,22.5
4943,567892,1829,1947,20110922,12,1.65,19.799999999999997
4944,547357,925,3330,20110322,12,1.25,15.0
4945,545188,193,1101,20110228,3,2.95,8.850000000000001
4946,545156,1244,757,20110228,24,0.42,10.08
4947,570660,1419,1610,20111011,32,4.25,136.0
4948,570237,1702,570,20111009,1,1.45,1.45
4949,561715,705,504,20110729,12,1.25,15.0
4950,574777,317,3426,20111107,12,2.55,30.599999999999998
4951,565850,1174,1403,20110907,6,1.25,7.5
4952,539314,1515,982,20101216,2,5.95,11.9
4953,545999,2341,495,20110308,4,7.95,31.8
4954,578233,498,1096,20111123,2,4.95,9.9
4955,568163,1583,1412,20110925,4,0.85,3.4
4956,554353,2341,1233,20110524,10,6.75,67.5
4957,547651,1146,2892,20110324,1,1.95,1.95
4958,577016,18,3011,20111117,2,5.95,11.9
4959,540826,1565,504,20110111,12,0.42,5.04
4960,547800,2801,1384,20110325,2,2.55,5.1
4961,549543,701,3641,20110410,1,1.25,1.25
4962,574672,2746,773,20111106,1,1.25,1.25
4963,554325,2277,204,20110523,4,3.75,15.0
4964,553196,2453,3021,20110515,1,7.95,7.95
4965,549874,2563,2904,20110412,24,0.42,10.08
4966,564092,17,916,20110823,12,5.95,71.4
4967,550193,1532,1031,20110415,2,6.75,13.5
4968,558452,357,1830,20110629,8,1.69,13.52
4969,569901,1337,398,20111006,2,9.95,19.9
4970,561388,1893,300,20110727,48,2.49,119.52000000000001
4971,578244,1358,2159,20111123,6,1.95,11.7
4972,578688,146,2769,20111125,1,3.75,3.75
4973,553141,104,2279,20110513,1,3.25,3.25
4974,567104,1586,2313,20110916,6,2.95,17.700000000000003
4975,573413,404,1978,20111030,2,1.65,3.3
4976,556494,465,3452,20110612,1,4.25,4.25
4977,550993,1683,2212,20110421,1,16.95,16.95
4978,561661,1534,293,20110728,2,8.5,17.0
4979,568054,1493,2939,20110923,1,8.5,8.5
4980,571425,1856,1637,20111017,12,1.45,17.4
4981,539049,2767,2088,20101215,40,1.95,78.0
4982,567941,1419,764,20110922,3,4.95,14.850000000000001
4983,559106,1836,2268,20110706,1,2.25,2.25
4984,539293,311,3705,20101216,12,1.95,23.4
4985,557265,2566,501,20110619,12,1.25,15.0
4986,576364,2723,1692,20111114,4,0.65,2.6
4987,580501,2112,1416,20111204,6,2.89,17.34
4988,561473,2704,1743,20110727,4,5.95,23.8
4989,571913,2133,3694,20111019,6,2.08,12.48
4990,568158,2290,2417,20110925,4,1.45,5.8
4991,541680,737,1105,20110120,48,1.85,88.80000000000001
4992,580092,1782,1041,20111201,12,0.83,9.959999999999999
4993,541485,1225,3641,20110118,1,2.1,2.1
4994,572317,1037,1464,20111023,6,1.06,6.36
4995,569590,1993,1028,20111005,6,2.08,12.48
4996,556937,1426,3399,20110615,4,3.75,15.0
4997,541511,1002,3308,20110118,4,1.25,5.0
4998,551855,1733,346,20110504,2,6.25,12.5
4999,568782,2329,1053,20110929,3,5.45,16.35
5000,580731,1963,3186,20111205,1,2.49,2.49
5001,579518,1674,296,20111129,1,0.42,0.42
5002,538849,934,1325,20101214,2,3.95,7.9
5003,548033,316,1340,20110329,12,2.08,24.96
5004,578036,213,2630,20111122,5,1.25,6.25
5005,563728,1285,2975,20110818,1,5.95,5.95
5006,579391,1430,1230,20111129,18,1.25,22.5
5007,572294,1526,726,20111023,3,4.95,14.850000000000001
5008,569670,286,1532,20111005,1,1.25,1.25
5009,579256,772,655,20111129,24,0.55,13.200000000000001
5010,550331,708,2049,20110417,2,1.25,2.5
5011,540480,1421,102,20110107,4,3.95,15.8
5012,553229,101,1716,20110516,8,1.25,10.0
5013,558700,1866,3522,20110701,1,1.65,1.65
5014,564726,657,3613,20110828,6,0.85,5.1
5015,548450,313,2245,20110331,24,1.69,40.56
5016,540095,941,1422,20110104,3,1.65,4.949999999999999
5017,559014,1849,1235,20110705,12,1.65,19.799999999999997
5018,549566,1469,821,20110410,4,1.25,5.0
5019,564747,2744,1613,20110828,3,1.25,3.75
5020,569714,29,3587,20111005,100,0.04,4.0
5021,574682,495,1667,20111106,3,4.25,12.75
5022,550821,2512,117,20110421,1,1.25,1.25
5023,549901,2511,3061,20110412,3,2.1,6.300000000000001
5024,550956,2698,3060,20110421,2,4.15,8.3
5025,576214,1818,2251,20111114,1,2.08,2.08
5026,567656,1881,1126,20110921,3,1.63,4.89
5027,566647,1863,3570,20110914,3,0.85,2.55
5028,543166,2779,740,20110204,6,2.95,17.700000000000003
5029,537130,525,3448,20101205,1,4.95,4.95
5030,570428,510,2047,20111010,24,0.42,10.08
5031,553003,1597,600,20110512,2,0.65,1.3
5032,578032,1328,2715,20111122,2,8.5,17.0
5033,563638,631,1899,20110818,4,1.65,6.6
5034,576671,1989,1304,20111116,10,2.08,20.8
5035,540019,1033,423,20110104,6,2.55,15.299999999999999
5036,537065,977,164,20101205,12,1.65,19.799999999999997
5037,555637,301,141,20110606,6,2.55,15.299999999999999
5038,541783,1196,2705,20110121,6,12.75,76.5
5039,579196,2480,1126,20111128,1,3.29,3.29
5040,569036,1126,3700,20110930,12,1.25,15.0
5041,559715,1238,1151,20110712,24,0.42,10.08
5042,568938,1419,3084,20110929,1,4.95,4.95
5043,538629,887,3450,20101213,6,0.85,5.1
5044,563928,295,2985,20110821,8,1.69,13.52
5045,540981,794,367,20110112,12,0.42,5.04
5046,567211,742,1167,20110919,2,1.25,2.5
5047,569229,2048,1382,20111002,1,7.5,7.5
5048,568917,126,2303,20110929,10,1.65,16.5
5049,552169,903,3451,20110506,4,1.95,7.8
5050,543740,1016,1899,20110211,4,1.65,6.6
5051,562099,1106,1502,20110802,10,1.65,16.5
5052,562457,805,3615,20110805,50,0.42,21.0
5053,543802,2622,898,20110213,2,1.25,2.5
5054,578949,689,1660,20111127,1,1.65,1.65
5055,562604,1477,3328,20110808,4,4.25,17.0
5056,547209,784,492,20110321,24,0.85,20.4
5057,545425,2840,2823,20110302,9,0.42,3.78
5058,553067,818,2871,20110513,6,1.65,9.899999999999999
5059,578022,1332,3177,20111122,1,1.95,1.95
5060,571745,2186,1637,20111019,12,1.25,15.0
5061,545721,357,1716,20110307,16,1.69,27.04
5062,543096,127,1092,20110203,3,1.65,4.949999999999999
5063,578357,10,3090,20111124,12,0.83,9.959999999999999
5064,580103,660,2486,20111201,1,0.85,0.85
5065,550992,1002,1390,20110421,4,1.25,5.0
5066,572896,2452,84,20111026,2,6.95,13.9
5067,571461,235,2914,20111017,3,0.95,2.8499999999999996
5068,541216,17,1899,20110114,2,5.95,11.9
5069,546466,486,3641,20110314,2,3.75,7.5
5070,578531,1241,3173,20111124,3,0.42,1.26
5071,565453,1989,1786,20110904,10,2.08,20.8
5072,556727,1328,3372,20110614,2,8.5,17.0
5073,550968,1654,1665,20110421,12,1.45,17.4
5074,537381,1307,1491,20101206,19,0.85,16.15
5075,578270,1217,1126,20111123,1,7.46,7.46
5076,554113,1139,2756,20110522,1,12.75,12.75
5077,564342,854,2539,20110824,1,0.39,0.39
5078,566239,311,1489,20110911,12,2.08,24.96
5079,570594,1994,762,20111011,12,1.25,15.0
5080,565419,2032,940,20110904,4,3.75,15.0
5081,573130,1586,1041,20111027,10,2.95,29.5
5082,576672,515,286,20111116,10,7.08,70.8
5083,571601,1987,2995,20111018,1,8.5,8.5
5084,568564,1182,3308,20110927,2,2.95,5.9
5085,536759,2454,2816,20101202,2,7.95,15.9
5086,553014,1422,714,20110512,2,3.95,7.9
5087,544634,1105,3567,20110222,5,1.65,8.25
5088,565849,1829,1264,20110907,12,1.65,19.799999999999997
5089,575117,222,296,20111108,2,0.19,0.38
5090,550180,1741,1170,20110414,48,1.25,60.0
5091,576317,1914,2191,20111114,12,1.25,15.0
5092,536749,2887,3558,20101202,5,6.35,31.75
5093,539985,1366,2245,20101223,24,2.55,61.199999999999996
5094,559672,1128,1570,20110711,12,2.1,25.200000000000003
5095,577615,1289,232,20111121,6,2.55,15.299999999999999
5096,556671,1637,3472,20110613,1,0.85,0.85
5097,541262,2675,3607,20110116,6,0.65,3.9000000000000004
5098,548670,340,1925,20110401,1,1.45,1.45
5099,571033,1256,1230,20111013,4,3.75,15.0
5100,580025,2107,1700,20111201,4,1.65,6.6
5101,562377,955,1407,20110804,3,0.83,2.4899999999999998
5102,565119,1410,2772,20110901,25,0.42,10.5
5103,577778,2840,2668,20111121,2,0.42,0.84
5104,560209,1246,1689,20110715,2,0.42,0.84
5105,566539,1554,3090,20110913,6,2.1,12.600000000000001
5106,543542,1889,2698,20110209,25,0.42,10.5
5107,547223,1133,366,20110321,12,0.85,10.2
5108,575895,2456,2982,20111111,3,1.45,4.35
5109,581404,1946,859,20111208,4,1.65,6.6
5110,573373,1503,1500,20111030,1,2.95,2.95
5111,546855,1368,3670,20110317,3,2.95,8.850000000000001
5112,562106,1667,1112,20110802,1,1.25,1.25
5113,560841,1897,1256,20110721,12,3.75,45.0
5114,556330,1745,3449,20110610,3,3.75,11.25
5115,562576,1152,2022,20110807,10,0.85,8.5
5116,555810,2768,3008,20110607,10,2.08,20.8
5117,574250,2563,3343,20111103,2,0.42,0.84
5118,542858,2481,3090,20110201,6,1.65,9.899999999999999
5119,553650,2562,1533,20110518,32,0.42,13.44
5120,540350,1354,3740,20110106,1,1.65,1.65
5121,564735,1771,2245,20110828,2,7.5,15.0
5122,558738,851,397,20110701,12,2.95,35.400000000000006
5123,560937,952,3522,20110722,1,0.83,0.83
5124,558759,687,531,20110703,36,0.21,7.56
5125,569026,1940,2395,20110930,8,0.83,6.64
5126,570703,2512,1637,20111012,12,1.45,17.4
5127,578028,758,3177,20111122,1,1.65,1.65
5128,571054,2007,1215,20111013,1,0.65,0.65
5129,575942,38,2077,20111113,25,0.42,10.5
5130,558540,1138,3395,20110630,6,12.75,76.5
5131,553183,1225,2382,20110515,6,2.1,12.600000000000001
5132,577258,128,2802,20111118,1,1.65,1.65
5133,577518,1396,1292,20111120,6,2.95,17.700000000000003
5134,561868,1361,2839,20110731,2,1.65,3.3
5135,564141,750,3472,20110823,8,1.25,10.0
5136,576928,1469,1131,20111117,12,1.25,15.0
5137,580153,1639,306,20111202,6,2.1,12.600000000000001
5138,569327,1741,1750,20111003,24,1.25,30.0
5139,572520,2667,540,20111024,24,0.19,4.5600000000000005
5140,547867,781,662,20110327,12,0.29,3.4799999999999995
5141,578541,1535,1243,20111124,2,6.35,12.7
5142,563839,736,2847,20110819,12,2.1,25.200000000000003
5143,562733,1138,1462,20110809,16,10.95,175.2
5144,575491,1306,2031,20111109,5,0.85,4.25
5145,548512,845,1320,20110331,4,2.95,11.8
5146,576916,751,1480,20111117,30,2.08,62.400000000000006
5147,547058,39,1213,20110320,25,0.42,10.5
5148,571653,2241,1256,20111018,96,0.39,37.44
5149,541570,341,1474,20110119,1440,0.42,604.8
5150,566408,1878,2944,20110912,36,0.83,29.88
5151,580752,802,100,20111206,12,0.42,5.04
5152,544887,510,3173,20110224,12,0.42,5.04
5153,567180,2384,3452,20110918,5,0.42,2.1
5154,557976,943,3641,20110624,100,0.72,72.0
5155,541843,2779,851,20110123,2,2.95,5.9
5156,550057,382,1450,20110414,1,2.55,2.55
5157,537262,1349,1716,20101206,1,1.45,1.45
5158,556776,1861,1532,20110614,1,2.08,2.08
5159,537254,887,2273,20101206,6,0.85,5.1
5160,558860,1078,3557,20110704,1,2.55,2.55
5161,577549,870,3472,20111120,2,2.55,5.1
5162,566789,853,521,20110915,36,0.39,14.040000000000001
5163,570088,210,2802,20111007,1,0.65,0.65
5164,566438,2738,2328,20110912,2,1.65,3.3
5165,573776,1176,725,20111101,12,1.65,19.799999999999997
5166,575323,2506,1945,20111109,12,2.55,30.599999999999998
5167,569134,2779,1958,20110930,6,2.95,17.700000000000003
5168,578518,744,1450,20111124,2,0.42,0.84
5169,557326,255,1188,20110620,12,1.25,15.0
5170,537155,98,296,20101205,1,1.25,1.25
5171,574677,252,2609,20111106,1,0.85,0.85
5172,576906,1051,3706,20111117,24,0.85,20.4
5173,575148,502,976,20111108,25,0.42,10.5
5174,572703,679,2402,20111025,7,0.39,2.73
5175,555518,188,1624,20110605,6,1.95,11.7
5176,563262,1122,1899,20110815,6,1.25,7.5
5177,555920,2346,3630,20110607,200,4.58,916.0
5178,550167,943,1193,20110414,24,0.85,20.4
5179,559824,1966,3308,20110712,5,1.65,8.25
5180,571905,2824,20,20111019,6,4.65,27.900000000000002
5181,578140,2331,1474,20111123,50,1.65,82.5
5182,581122,1398,349,20111207,6,2.95,17.700000000000003
5183,560820,1580,3456,20110721,10,2.95,29.5
5184,553210,2362,1073,20110516,48,0.72,34.56
5185,553660,875,1456,20110518,6,2.95,17.700000000000003
5186,568828,2008,1810,20110929,16,0.65,10.4
5187,580875,1591,3418,20111206,96,0.19,18.240000000000002
5188,547514,2387,3252,20110323,9,1.45,13.049999999999999
5189,537209,1275,1450,20101205,1,3.75,3.75
5190,544495,693,309,20110221,6,2.95,17.700000000000003
5191,575331,1942,567,20111109,8,1.25,10.0
5192,541855,730,898,20110123,2,0.65,1.3
5193,560864,2257,1317,20110721,24,0.79,18.96
5194,559070,207,725,20110706,12,1.25,15.0
5195,554376,751,2153,20110524,4,2.08,8.32
5196,568212,786,1800,20110925,2,1.25,2.5
5197,563098,873,1637,20110812,8,3.75,30.0
5198,548874,926,3399,20110404,2,6.75,13.5
5199,571289,632,1767,20111016,32,2.55,81.6
5200,572023,1278,3427,20111020,12,0.85,10.2
5201,574077,874,3569,20111102,1,4.25,4.25
5202,569018,2130,242,20110930,20,0.42,8.4
5203,564078,2700,3002,20110822,8,4.15,33.2
5204,566213,2021,1627,20110909,24,0.39,9.36
5205,574079,1976,3320,20111102,3,0.63,1.8900000000000001
5206,544899,1010,514,20110224,5,4.95,24.75
5207,554556,1117,502,20110525,12,1.25,15.0
5208,581146,1258,3324,20111207,24,1.65,39.599999999999994
5209,573918,632,3308,20111101,2,2.95,5.9
5210,552265,1797,1168,20110508,1,1.45,1.45
5211,573300,1632,2366,20111028,1,2.1,2.1
5212,539722,2694,1637,20101221,72,0.55,39.6
5213,547892,2964,238,20110328,6,18.0,108.0
5214,562031,1552,2944,20110801,4,2.95,11.8
5215,568650,1138,754,20110928,2,12.75,25.5
5216,570444,2123,3125,20111010,6,1.25,7.5
5217,564957,1461,1867,20110831,2,9.95,19.9
5218,573397,887,2042,20111030,6,0.85,5.1
5219,550359,21,3472,20110418,1,7.95,7.95
5220,554080,1260,2913,20110522,5,1.65,8.25
5221,560694,1107,303,20110720,10,2.08,20.8
5222,573870,1816,1370,20111101,2,2.08,4.16
5223,560278,1987,821,20110717,1,8.5,8.5
5224,561100,207,1884,20110725,12,1.25,15.0
5225,540768,341,3218,20110111,24,0.55,13.200000000000001
5226,541530,873,1557,20110119,4,3.75,15.0
5227,543108,2610,1119,20110203,6,2.12,12.72
5228,543278,124,2786,20110206,100,0.72,72.0
5229,549294,1340,580,20110407,1,2.55,2.55
5230,574481,1995,3582,20111104,4,1.25,5.0
5231,575754,1963,3132,20111111,3,2.49,7.470000000000001
5232,570458,1636,1407,20111010,4,1.45,5.8
5233,560228,307,3420,20110715,24,0.39,9.36
5234,579093,2244,492,20111128,48,0.39,18.72
5235,564356,127,1041,20110824,10,1.65,16.5
5236,538634,498,1119,20101213,4,4.95,19.8
5237,545692,1260,3218,20110306,12,1.65,19.799999999999997
5238,566001,706,869,20110908,1,1.25,1.25
5239,545559,1664,1690,20110303,1,4.95,4.95
5240,551124,2336,2166,20110426,24,2.1,50.400000000000006
5241,543188,895,164,20110204,6,4.95,29.700000000000003
5242,565846,514,1450,20110907,1,8.25,8.25
5243,561388,1319,300,20110727,96,0.29,27.839999999999996
5244,571227,1080,99,20111014,10,3.75,37.5
5245,561917,1805,2892,20110801,1,3.29,3.29
5246,553182,1361,3017,20110515,10,1.65,16.5
5247,577497,1665,3296,20111120,4,1.95,7.8
5248,574287,908,1528,20111103,1,0.42,0.42
5249,580671,1073,1803,20111205,24,0.19,4.5600000000000005
5250,546912,1841,2249,20110317,3,0.83,2.4899999999999998
5251,564855,1299,2787,20110831,24,0.85,20.4
5252,560394,2796,1308,20110718,1,7.95,7.95
5253,550337,1363,3591,20110417,1,2.1,2.1
5254,562791,1439,3408,20110809,48,0.85,40.8
5255,566249,1944,770,20110911,2,4.95,9.9
5256,581113,100,1406,20111207,12,1.25,15.0
5257,564172,1419,2356,20110823,2,4.95,9.9
5258,544179,2674,3214,20110216,12,1.65,19.799999999999997
5259,539724,1214,461,20101221,30,12.75,382.5
5260,540415,1201,2881,20110107,6,0.85,5.1
5261,564165,2515,810,20110823,3,4.15,12.450000000000001
5262,544303,2694,3639,20110217,3,0.55,1.6500000000000001
5263,577488,1320,496,20111120,48,4.25,204.0
5264,537262,874,1716,20101206,1,3.95,3.95
5265,574304,1594,1333,20111103,2,0.65,1.3
5266,546916,2479,2139,20110318,6,2.95,17.700000000000003
5267,556478,315,486,20110612,10,1.45,14.5
5268,549705,1229,855,20110411,1,0.85,0.85
5269,578705,1214,138,20111125,1,29.95,29.95
5270,569538,1915,1354,20111004,12,1.25,15.0
5271,551658,16,2787,20110503,1,5.95,5.95
5272,581125,1258,1120,20111207,1,1.65,1.65
5273,578942,1554,3128,20111127,1,2.1,2.1
5274,563172,1941,41,20110812,16,0.83,13.28
5275,575681,1285,2891,20111110,2,5.95,11.9
5276,568211,229,703,20110925,24,0.29,6.959999999999999
5277,552168,1153,986,20110506,10,1.95,19.5
5278,577855,1395,2260,20111122,1,1.95,1.95
5279,578678,2460,3472,20111124,1,0.55,0.55
5280,566408,740,2944,20110912,2,3.75,7.5
5281,550459,2430,3639,20110418,12,0.39,4.68
5282,580309,1899,1383,20111202,6,2.08,12.48
5283,563909,970,2142,20110821,2,0.29,0.58
5284,567858,1106,2839,20110922,2,1.65,3.3
5285,557850,788,276,20110623,12,1.25,15.0
5286,553932,1849,2184,20110520,12,1.65,19.799999999999997
5287,569010,217,1164,20110930,96,0.85,81.6
5288,564713,1555,2805,20110828,2,2.1,4.2
5289,560504,1739,492,20110719,48,1.25,60.0
5290,570672,1578,142,20111011,12,2.1,25.200000000000003
5291,550630,2430,1256,20110419,96,0.39,37.44
5292,541844,1260,2913,20110123,2,1.65,3.3
5293,577061,1256,1637,20111117,4,3.75,15.0
5294,581166,475,2026,20111207,1,2.95,2.95
5295,572313,1956,1533,20111023,6,2.55,15.299999999999999
5296,540539,206,3727,20110109,12,1.25,15.0
5297,578926,204,3664,20111127,1,3.75,3.75
5298,543277,937,2210,20110206,1,8.5,8.5
5299,571899,557,2879,20111019,1,8.5,8.5
5300,564635,1862,2088,20110826,10,0.85,8.5
5301,546422,9,2042,20110313,12,0.14,1.6800000000000002
5302,580520,2750,766,20111204,1,2.1,2.1
5303,574907,1769,2974,20111107,2,5.75,11.5
5304,558959,1464,2397,20110705,8,2.95,23.6
5305,573386,1336,3063,20111030,96,1.85,177.60000000000002
5306,577028,2035,2999,20111117,24,0.85,20.4
5307,574714,351,1968,20111106,1,1.25,1.25
5308,574063,933,606,20111102,2,1.95,3.9
5309,575607,1636,1126,20111110,7,3.29,23.03
5310,570423,1291,1347,20111010,6,0.85,5.1
5311,548484,1082,796,20110331,5,0.85,4.25
5312,547873,2750,587,20110327,2,2.1,4.2
5313,579285,1764,1182,20111129,1,12.5,12.5
5314,565667,1002,3230,20110906,16,0.39,6.24
5315,549250,237,1343,20110407,2,0.79,1.58
5316,577403,1699,1055,20111120,6,1.65,9.899999999999999
5317,579332,311,1318,20111129,24,2.08,49.92
5318,550167,901,1193,20110414,12,1.95,23.4
5319,581170,1553,916,20111207,96,1.85,177.60000000000002
5320,562849,1412,2756,20110810,24,0.42,10.08
5321,542223,124,1214,20110126,10,0.85,8.5
5322,540022,1171,3065,20110104,12,2.95,35.400000000000006
5323,577711,2700,2027,20111121,3,4.15,12.450000000000001
5324,559526,2333,2177,20110710,2,0.39,0.78
5325,550783,320,737,20110420,12,1.65,19.799999999999997
5326,551893,1573,3372,20110505,12,2.55,30.599999999999998
5327,538368,1239,2011,20101212,1,0.42,0.42
5328,546182,218,1277,20110310,12,0.85,10.2
5329,560716,1447,3372,20110720,4,3.75,15.0
5330,565407,720,2943,20110904,6,1.25,7.5
