Customer_Key,Customer_ID,Country,Region
938,13805,United Kingdom,Europe
939,13806,United Kingdom,Europe
940,13808,United Kingdom,Europe
941,13809,Cyprus,Other
942,13810,Germany,Europe
943,13812,Germany,Europe
944,13813,Germany,Europe
945,13814,Germany,Europe
946,13815,Germany,Europe
947,13816,Germany,Europe
948,13817,Germany,Europe
949,13819,United Kingdom,Europe
950,13821,United Kingdom,Europe
951,13822,United Kingdom,Europe
952,13823,United Kingdom,Europe
953,13824,United Kingdom,Europe
954,13827,United Kingdom,Europe
955,13828,United Kingdom,Europe
956,13831,United Kingdom,Europe
957,13833,United Kingdom,Europe
958,13835,United Kingdom,Europe
959,13837,United Kingdom,Europe
960,13838,United Kingdom,Europe
961,13842,United Kingdom,Europe
962,13846,United Kingdom,Europe
963,13849,United Kingdom,Europe
964,13850,United Kingdom,Europe
965,13851,United Kingdom,Europe
966,13853,United Kingdom,Europe
967,13854,United Kingdom,Europe
968,13856,United Kingdom,Europe
969,13858,United Kingdom,Europe
970,13859,United Kingdom,Europe
971,13860,United Kingdom,Europe
972,13862,United Kingdom,Europe
973,13863,United Kingdom,Europe
974,13865,United Kingdom,Europe
975,13866,United Kingdom,Europe
976,13867,United Kingdom,Europe
977,13868,United Kingdom,Europe
978,13869,United Kingdom,Europe
979,13870,United Kingdom,Europe
980,13871,United Kingdom,Europe
981,13873,United Kingdom,Europe
982,13874,United Kingdom,Europe
983,13875,United Kingdom,Europe
984,13877,United Kingdom,Europe
985,13878,United Kingdom,Europe
986,13880,United Kingdom,Europe
987,13881,United Kingdom,Europe
988,13882,United Kingdom,Europe
989,13883,United Kingdom,Europe
990,13884,United Kingdom,Europe
991,13886,United Kingdom,Europe
992,13887,United Kingdom,Europe
993,13888,United Kingdom,Europe
994,13889,United Kingdom,Europe
995,13890,United Kingdom,Europe
996,13892,United Kingdom,Europe
997,13893,United Kingdom,Europe
998,13894,United Kingdom,Europe
999,13895,United Kingdom,Europe
1000,13898,United Kingdom,Europe
1001,13899,United Kingdom,Europe
1002,13900,United Kingdom,Europe
1003,13901,United Kingdom,Europe
1004,13904,United Kingdom,Europe
1005,13908,United Kingdom,Europe
1006,13911,United Kingdom,Europe
1007,13914,United Kingdom,Europe
1008,13917,United Kingdom,Europe
1009,13918,United Kingdom,Europe
1010,13919,Denmark,Europe
1011,13922,United Kingdom,Europe
1012,13923,United Kingdom,Europe
1013,13924,United Kingdom,Europe
1014,13925,United Kingdom,Europe
1015,13926,United Kingdom,Europe
1016,13927,United Kingdom,Europe
1017,13928,United Kingdom,Europe
1018,13929,United Kingdom,Europe
1019,13930,United Kingdom,Europe
1020,13931,United Kingdom,Europe
1021,13932,United Kingdom,Europe
1022,13933,United Kingdom,Europe
1023,13934,United Kingdom,Europe
1024,13936,United Kingdom,Europe
1025,13939,United Kingdom,Europe
1026,13940,United Kingdom,Europe
1027,13947,United Kingdom,Europe
1028,13949,United Kingdom,Europe
1029,13950,United Kingdom,Europe
1030,13951,United Kingdom,Europe
1031,13952,United Kingdom,Europe
1032,13953,United Kingdom,Europe
1033,13954,United Kingdom,Europe
1034,13955,United Kingdom,Europe
1035,13956,United Kingdom,Europe
1036,13959,United Kingdom,Europe
1037,13960,United Kingdom,Europe
1038,13962,United Kingdom,Europe
1039,13963,United Kingdom,Europe
1040,13967,United Kingdom,Europe
1041,13969,United Kingdom,Europe
1042,13971,United Kingdom,Europe
1043,13972,United Kingdom,Europe
1044,13973,United Kingdom,Europe
1045,13974,United Kingdom,Europe
1046,13975,United Kingdom,Europe
1047,13976,United Kingdom,Europe
1048,13978,United Kingdom,Europe
1049,13979,United Kingdom,Europe
1050,13980,United Kingdom,Europe
1051,13982,United Kingdom,Europe
1052,13983,United Kingdom,Europe
1053,13985,United Kingdom,Europe
1054,13986,United Kingdom,Europe
1055,13988,United Kingdom,Europe
1056,13989,United Kingdom,Europe
1057,13990,United Kingdom,Europe
1058,13991,United Kingdom,Europe
1059,13993,United Kingdom,Europe
1060,13994,United Kingdom,Europe
1061,13995,United Kingdom,Europe
1062,13999,United Kingdom,Europe
1063,14001,United Kingdom,Europe
1064,14002,United Kingdom,Europe
1065,14004,United Kingdom,Europe
1066,14005,United Kingdom,Europe
1067,14006,United Kingdom,Europe
1068,14009,United Kingdom,Europe
1069,14012,United Kingdom,Europe
1070,14013,United Kingdom,Europe
1071,14014,United Kingdom,Europe
1072,14015,United Kingdom,Europe
1073,14016,Ireland,Europe
1074,14019,United Kingdom,Europe
1075,14020,United Kingdom,Europe
1076,14021,United Kingdom,Europe
1077,14022,United Kingdom,Europe
1078,14023,United Kingdom,Europe
1079,14024,United Kingdom,Europe
1080,14027,United Kingdom,Europe
1081,14030,United Kingdom,Europe
1082,14031,United Kingdom,Europe
1083,14032,United Kingdom,Europe
1084,14034,United Kingdom,Europe
1085,14035,United Kingdom,Europe
1086,14036,United Kingdom,Europe
1087,14037,United Kingdom,Europe
1088,14038,United Kingdom,Europe
1089,14039,United Kingdom,Europe
1090,14040,United Kingdom,Europe
1091,14041,United Kingdom,Europe
1092,14044,United Kingdom,Europe
1093,14045,United Kingdom,Europe
1094,14046,United Kingdom,Europe
1095,14048,United Kingdom,Europe
1096,14049,United Kingdom,Europe
1097,14050,United Kingdom,Europe
1098,14051,United Kingdom,Europe
1099,14052,United Kingdom,Europe
1100,14053,United Kingdom,Europe
1101,14056,United Kingdom,Europe
1102,14057,United Kingdom,Europe
1103,14059,United Kingdom,Europe
1104,14060,United Kingdom,Europe
1105,14062,United Kingdom,Europe
1106,14064,United Kingdom,Europe
1107,14066,United Kingdom,Europe
1108,14067,United Kingdom,Europe
1109,14068,United Kingdom,Europe
1110,14071,United Kingdom,Europe
1111,14075,United Kingdom,Europe
1112,14076,United Kingdom,Europe
1113,14077,United Kingdom,Europe
1114,14078,United Kingdom,Europe
1115,14079,United Kingdom,Europe
1116,14081,United Kingdom,Europe
1117,14082,United Kingdom,Europe
1118,14083,United Kingdom,Europe
1119,14085,United Kingdom,Europe
1120,14087,United Kingdom,Europe
1121,14088,United Kingdom,Europe
1122,14089,United Kingdom,Europe
1123,14090,United Kingdom,Europe
1124,14092,United Kingdom,Europe
1125,14093,United Kingdom,Europe
1126,14096,United Kingdom,Europe
1127,14098,United Kingdom,Europe
1128,14099,United Kingdom,Europe
1129,14100,United Kingdom,Europe
1130,14101,United Kingdom,Europe
1131,14102,United Kingdom,Europe
1132,14104,United Kingdom,Europe
1133,14105,United Kingdom,Europe
1134,14107,United Kingdom,Europe
1135,14108,United Kingdom,Europe
1136,14109,United Kingdom,Europe
1137,14110,United Kingdom,Europe
1138,14111,United Kingdom,Europe
1139,14112,United Kingdom,Europe
1140,14113,United Kingdom,Europe
1141,14114,United Kingdom,Europe
1142,14116,United Kingdom,Europe
1143,14117,United Kingdom,Europe
1144,14121,United Kingdom,Europe
1145,14125,United Kingdom,Europe
1146,14126,United Kingdom,Europe
1147,14127,United Kingdom,Europe
1148,14128,United Kingdom,Europe
1149,14129,United Kingdom,Europe
1150,14130,United Kingdom,Europe
1151,14132,United Kingdom,Europe
1152,14133,United Kingdom,Europe
1153,14135,United Kingdom,Europe
1154,14138,United Kingdom,Europe
1155,14139,United Kingdom,Europe
1156,14140,United Kingdom,Europe
1157,14141,United Kingdom,Europe
1158,14142,United Kingdom,Europe
1159,14143,United Kingdom,Europe
1160,14146,United Kingdom,Europe
1161,14150,United Kingdom,Europe
1162,14152,United Kingdom,Europe
1163,14154,United Kingdom,Europe
1164,14156,Ireland,Europe
1165,14157,United Kingdom,Europe
1166,14158,United Kingdom,Europe
1167,14159,United Kingdom,Europe
1168,14161,United Kingdom,Europe
1169,14162,United Kingdom,Europe
1170,14163,United Kingdom,Europe
1171,14164,United Kingdom,Europe
1172,14165,United Kingdom,Europe
1173,14167,United Kingdom,Europe
1174,14171,United Kingdom,Europe
1175,14173,United Kingdom,Europe
1176,14174,United Kingdom,Europe
1177,14175,United Kingdom,Europe
1178,14176,United Kingdom,Europe
1179,14177,United Kingdom,Europe
1180,14178,United Kingdom,Europe
1181,14179,United Kingdom,Europe
1182,14180,United Kingdom,Europe
1183,14184,United Kingdom,Europe
1184,14188,United Kingdom,Europe
1185,14189,United Kingdom,Europe
1186,14191,United Kingdom,Europe
1187,14193,United Kingdom,Europe
1188,14194,United Kingdom,Europe
1189,14198,United Kingdom,Europe
1190,14199,United Kingdom,Europe
1191,14201,United Kingdom,Europe
1192,14204,United Kingdom,Europe
1193,14206,United Kingdom,Europe
1194,14208,United Kingdom,Europe
1195,14209,United Kingdom,Europe
1196,14210,United Kingdom,Europe
1197,14211,United Kingdom,Europe
1198,14212,United Kingdom,Europe
1199,14214,United Kingdom,Europe
1200,14215,United Kingdom,Europe
1201,14216,United Kingdom,Europe
1202,14217,United Kingdom,Europe
1203,14219,United Kingdom,Europe
1204,14220,United Kingdom,Europe
1205,14221,United Kingdom,Europe
1206,14222,United Kingdom,Europe
1207,14223,United Kingdom,Europe
1208,14224,United Kingdom,Europe
1209,14226,United Kingdom,Europe
1210,14227,United Kingdom,Europe
1211,14229,United Kingdom,Europe
1212,14231,United Kingdom,Europe
1213,14232,United Kingdom,Europe
1214,14233,United Kingdom,Europe
1215,14234,United Kingdom,Europe
1216,14235,United Kingdom,Europe
1217,14236,United Kingdom,Europe
1218,14237,United Kingdom,Europe
1219,14238,United Kingdom,Europe
1220,14239,United Kingdom,Europe
1221,14240,United Kingdom,Europe
1222,14241,United Kingdom,Europe
1223,14242,United Kingdom,Europe
1224,14243,United Kingdom,Europe
1225,14245,United Kingdom,Europe
1226,14246,United Kingdom,Europe
1227,14247,United Kingdom,Europe
1228,14248,United Kingdom,Europe
1229,14250,United Kingdom,Europe
1230,14251,United Kingdom,Europe
1231,14256,United Kingdom,Europe
1232,14257,United Kingdom,Europe
1233,14258,United Kingdom,Europe
1234,14261,United Kingdom,Europe
1235,14262,United Kingdom,Europe
1236,14264,United Kingdom,Europe
1237,14265,Unspecified,Other
1238,14267,United Kingdom,Europe
1239,14270,United Kingdom,Europe
1240,14272,United Kingdom,Europe
1241,14273,United Kingdom,Europe
1242,14276,United Kingdom,Europe
1243,14277,France,Europe
1244,14280,United Kingdom,Europe
1245,14282,United Kingdom,Europe
1246,14284,United Kingdom,Europe
1247,14285,United Kingdom,Europe
1248,14286,United Kingdom,Europe
1249,14288,United Kingdom,Europe
1250,14289,United Kingdom,Europe
1251,14290,United Kingdom,Europe
1252,14291,United Kingdom,Europe
1253,14292,United Kingdom,Europe
1254,14293,United Kingdom,Europe
1255,14297,United Kingdom,Europe
1256,14298,United Kingdom,Europe
1257,14299,United Kingdom,Europe
1258,14300,United Kingdom,Europe
1259,14301,United Kingdom,Europe
1260,14304,United Kingdom,Europe
1261,14305,United Kingdom,Europe
1262,14306,United Kingdom,Europe
1263,14307,United Kingdom,Europe
1264,14309,United Kingdom,Europe
1265,14311,United Kingdom,Europe
1266,14312,United Kingdom,Europe
1267,14314,United Kingdom,Europe
1268,14315,United Kingdom,Europe
1269,14317,United Kingdom,Europe
1270,14320,United Kingdom,Europe
1271,14321,United Kingdom,Europe
1272,14323,United Kingdom,Europe
1273,14327,United Kingdom,Europe
1274,14329,United Kingdom,Europe
1275,14331,United Kingdom,Europe
1276,14332,United Kingdom,Europe
1277,14334,United Kingdom,Europe
1278,14335,Germany,Europe
1279,14336,United Kingdom,Europe
1280,14338,United Kingdom,Europe
1281,14341,United Kingdom,Europe
1282,14342,United Kingdom,Europe
1283,14344,United Kingdom,Europe
1284,14345,United Kingdom,Europe
1285,14346,United Kingdom,Europe
1286,14349,United Kingdom,Europe
1287,14350,United Kingdom,Europe
1288,14352,United Kingdom,Europe
1289,14354,United Kingdom,Europe
1290,14355,United Kingdom,Europe
1291,14357,United Kingdom,Europe
1292,14359,United Kingdom,Europe
1293,14360,United Kingdom,Europe
1294,14362,United Kingdom,Europe
1295,14364,United Kingdom,Europe
1296,14367,United Kingdom,Europe
1297,14371,United Kingdom,Europe
1298,14375,United Kingdom,Europe
1299,14377,United Kingdom,Europe
1300,14379,United Kingdom,Europe
1301,14381,United Kingdom,Europe
1302,14382,United Kingdom,Europe
1303,14383,United Kingdom,Europe
1304,14385,United Kingdom,Europe
1305,14387,United Kingdom,Europe
1306,14388,United Kingdom,Europe
1307,14389,United Kingdom,Europe
1308,14390,United Kingdom,Europe
1309,14393,United Kingdom,Europe
1310,14395,United Kingdom,Europe
1311,14396,United Kingdom,Europe
1312,14397,United Kingdom,Europe
1313,14400,United Kingdom,Europe
1314,14401,United Kingdom,Europe
1315,14403,United Kingdom,Europe
1316,14404,United Kingdom,Europe
1317,14407,United Kingdom,Europe
1318,14408,United Kingdom,Europe
1319,14409,United Kingdom,Europe
1320,14410,United Kingdom,Europe
1321,14411,United Kingdom,Europe
1322,14412,United Kingdom,Europe
1323,14413,United Kingdom,Europe
1324,14414,United Kingdom,Europe
1325,14415,United Kingdom,Europe
1326,14418,United Kingdom,Europe
1327,14419,United Kingdom,Europe
1328,14420,United Kingdom,Europe
1329,14421,United Kingdom,Europe
1330,14422,United Kingdom,Europe
1331,14426,United Kingdom,Europe
1332,14427,United Kingdom,Europe
1333,14428,United Kingdom,Europe
1334,14431,United Kingdom,Europe
1335,14432,United Kingdom,Europe
1336,14434,United Kingdom,Europe
1337,14438,United Kingdom,Europe
1338,14439,Greece,Other
1339,14440,United Kingdom,Europe
1340,14441,United Kingdom,Europe
1341,14442,Channel Islands,Europe
1342,14443,United Kingdom,Europe
1343,14446,United Kingdom,Europe
1344,14447,United Kingdom,Europe
1345,14449,United Kingdom,Europe
1346,14450,United Kingdom,Europe
1347,14451,United Kingdom,Europe
1348,14452,United Kingdom,Europe
1349,14453,United Kingdom,Europe
1350,14456,United Kingdom,Europe
1351,14459,United Kingdom,Europe
1352,14460,United Kingdom,Europe
1353,14461,United Kingdom,Europe
1354,14462,United Kingdom,Europe
1355,14465,United Kingdom,Europe
1356,14466,United Kingdom,Europe
1357,14467,United Kingdom,Europe
1358,14470,United Kingdom,Europe
1359,14472,United Kingdom,Europe
1360,14473,United Kingdom,Europe
1361,14474,United Kingdom,Europe
1362,14475,United Kingdom,Europe
1363,14476,United Kingdom,Europe
1364,14477,United Kingdom,Europe
1365,14479,United Kingdom,Europe
1366,14480,United Kingdom,Europe
1367,14481,United Kingdom,Europe
1368,14482,United Kingdom,Europe
1369,14484,United Kingdom,Europe
1370,14485,United Kingdom,Europe
1371,14487,United Kingdom,Europe
1372,14488,United Kingdom,Europe
1373,14489,United Kingdom,Europe
1374,14491,United Kingdom,Europe
1375,14493,United Kingdom,Europe
1376,14496,United Kingdom,Europe
1377,14497,United Kingdom,Europe
1378,14498,United Kingdom,Europe
1379,14499,United Kingdom,Europe
1380,14500,United Kingdom,Europe
1381,14501,United Kingdom,Europe
1382,14502,United Kingdom,Europe
1383,14503,United Kingdom,Europe
1384,14504,United Kingdom,Europe
1385,14505,United Kingdom,Europe
1386,14506,United Kingdom,Europe
1387,14507,United Kingdom,Europe
1388,14508,United Kingdom,Europe
1389,14511,United Kingdom,Europe
1390,14512,United Kingdom,Europe
1391,14513,United Kingdom,Europe
1392,14514,United Kingdom,Europe
1393,14515,United Kingdom,Europe
1394,14517,United Kingdom,Europe
1395,14518,United Kingdom,Europe
1396,14520,United Kingdom,Europe
1397,14522,United Kingdom,Europe
1398,14524,United Kingdom,Europe
1399,14525,United Kingdom,Europe
1400,14527,United Kingdom,Europe
1401,14528,United Kingdom,Europe
1402,14529,United Kingdom,Europe
1403,14530,United Kingdom,Europe
1404,14532,United Kingdom,Europe
1405,14533,United Kingdom,Europe
1406,14534,United Kingdom,Europe
1407,14535,United Kingdom,Europe
1408,14536,United Kingdom,Europe
1409,14537,United Kingdom,Europe
1410,14538,United Kingdom,Europe
1411,14539,United Kingdom,Europe
1412,14540,United Kingdom,Europe
1413,14541,United Kingdom,Europe
1414,14543,United Kingdom,Europe
1415,14544,United Kingdom,Europe
1416,14546,United Kingdom,Europe
1417,14547,United Kingdom,Europe
1418,14549,United Kingdom,Europe
1419,14550,United Kingdom,Europe
1420,14551,United Kingdom,Europe
1421,14552,United Kingdom,Europe
1422,14553,United Kingdom,Europe
1423,14554,United Kingdom,Europe
1424,14555,United Kingdom,Europe
1425,14557,United Kingdom,Europe
1426,14560,United Kingdom,Europe
1427,14561,United Kingdom,Europe
1428,14562,United Kingdom,Europe
1429,14565,United Kingdom,Europe
1430,14567,United Kingdom,Europe
1431,14570,United Kingdom,Europe
1432,14572,United Kingdom,Europe
1433,14573,United Kingdom,Europe
1434,14577,United Kingdom,Europe
1435,14578,United Kingdom,Europe
1436,14582,United Kingdom,Europe
1437,14583,United Kingdom,Europe
1438,14584,United Kingdom,Europe
1439,14585,United Kingdom,Europe
1440,14586,United Kingdom,Europe
1441,14587,United Kingdom,Europe
1442,14591,United Kingdom,Europe
1443,14592,United Kingdom,Europe
1444,14593,United Kingdom,Europe
1445,14594,United Kingdom,Europe
1446,14595,United Kingdom,Europe
1447,14597,United Kingdom,Europe
1448,14598,United Kingdom,Europe
1449,14600,United Kingdom,Europe
1450,14606,United Kingdom,Europe
1451,14607,United Kingdom,Europe
1452,14608,United Kingdom,Europe
1453,14616,United Kingdom,Europe
1454,14618,United Kingdom,Europe
1455,14619,United Kingdom,Europe
1456,14620,United Kingdom,Europe
1457,14621,United Kingdom,Europe
1458,14622,United Kingdom,Europe
1459,14623,United Kingdom,Europe
1460,14624,United Kingdom,Europe
1461,14625,United Kingdom,Europe
1462,14626,United Kingdom,Europe
1463,14628,United Kingdom,Europe
1464,14629,United Kingdom,Europe
1465,14631,United Kingdom,Europe
1466,14633,United Kingdom,Europe
1467,14636,United Kingdom,Europe
1468,14638,United Kingdom,Europe
1469,14639,United Kingdom,Europe
1470,14640,United Kingdom,Europe
1471,14643,United Kingdom,Europe
1472,14644,United Kingdom,Europe
1473,14645,United Kingdom,Europe
1474,14646,Netherlands,Europe
1475,14647,United Kingdom,Europe
1476,14649,United Kingdom,Europe
1477,14651,United Kingdom,Europe
1478,14652,United Kingdom,Europe
1479,14653,United Kingdom,Europe
1480,14655,United Kingdom,Europe
1481,14656,United Kingdom,Europe
1482,14657,United Kingdom,Europe
1483,14658,United Kingdom,Europe
1484,14659,United Kingdom,Europe
1485,14660,United Kingdom,Europe
1486,14661,United Kingdom,Europe
1487,14662,United Kingdom,Europe
1488,14664,United Kingdom,Europe
1489,14665,United Kingdom,Europe
1490,14666,United Kingdom,Europe
1491,14667,United Kingdom,Europe
1492,14669,United Kingdom,Europe
1493,14670,United Kingdom,Europe
1494,14672,United Kingdom,Europe
1495,14673,United Kingdom,Europe
1496,14675,United Kingdom,Europe
1497,14676,United Kingdom,Europe
1498,14680,United Kingdom,Europe
1499,14681,United Kingdom,Europe
1500,14684,United Kingdom,Europe
1501,14687,United Kingdom,Europe
1502,14688,United Kingdom,Europe
1503,14689,United Kingdom,Europe
1504,14690,United Kingdom,Europe
1505,14691,United Kingdom,Europe
1506,14692,United Kingdom,Europe
1507,14693,United Kingdom,Europe
1508,14696,United Kingdom,Europe
1509,14697,United Kingdom,Europe
1510,14698,United Kingdom,Europe
1511,14699,United Kingdom,Europe
1512,14700,United Kingdom,Europe
1513,14701,United Kingdom,Europe
1514,14702,United Kingdom,Europe
1515,14703,United Kingdom,Europe
1516,14704,United Kingdom,Europe
1517,14708,United Kingdom,Europe
1518,14709,United Kingdom,Europe
1519,14710,United Kingdom,Europe
1520,14711,United Kingdom,Europe
1521,14713,United Kingdom,Europe
1522,14714,United Kingdom,Europe
1523,14715,United Kingdom,Europe
1524,14716,United Kingdom,Europe
1525,14719,United Kingdom,Europe
1526,14720,United Kingdom,Europe
1527,14722,United Kingdom,Europe
1528,14723,United Kingdom,Europe
1529,14725,United Kingdom,Europe
1530,14727,United Kingdom,Europe
1531,14729,United Kingdom,Europe
1532,14730,United Kingdom,Europe
1533,14731,United Kingdom,Europe
1534,14732,United Kingdom,Europe
1535,14733,United Kingdom,Europe
1536,14735,United Kingdom,Europe
1537,14737,United Kingdom,Europe
1538,14738,United Kingdom,Europe
1539,14739,United Kingdom,Europe
1540,14740,United Kingdom,Europe
1541,14741,United Kingdom,Europe
1542,14744,United Kingdom,Europe
1543,14745,United Kingdom,Europe
1544,14747,United Kingdom,Europe
1545,14748,United Kingdom,Europe
1546,14753,United Kingdom,Europe
1547,14754,United Kingdom,Europe
1548,14755,United Kingdom,Europe
1549,14756,United Kingdom,Europe
1550,14757,United Kingdom,Europe
1551,14758,United Kingdom,Europe
1552,14759,United Kingdom,Europe
1553,14761,United Kingdom,Europe
1554,14762,United Kingdom,Europe
1555,14765,United Kingdom,Europe
1556,14766,United Kingdom,Europe
1557,14769,United Kingdom,Europe
1558,14770,United Kingdom,Europe
1559,14772,United Kingdom,Europe
1560,14775,United Kingdom,Europe
1561,14776,United Kingdom,Europe
1562,14778,United Kingdom,Europe
1563,14779,United Kingdom,Europe
1564,14780,United Kingdom,Europe
1565,14782,United Kingdom,Europe
1566,14788,United Kingdom,Europe
1567,14790,United Kingdom,Europe
1568,14794,United Kingdom,Europe
1569,14795,United Kingdom,Europe
1570,14796,United Kingdom,Europe
1571,14798,United Kingdom,Europe
1572,14799,United Kingdom,Europe
1573,14800,United Kingdom,Europe
1574,14801,United Kingdom,Europe
1575,14803,United Kingdom,Europe
1576,14804,United Kingdom,Europe
1577,14805,United Kingdom,Europe
1578,14808,United Kingdom,Europe
1579,14810,United Kingdom,Europe
1580,14813,United Kingdom,Europe
1581,14815,United Kingdom,Europe
1582,14817,United Kingdom,Europe
1583,14818,United Kingdom,Europe
1584,14820,United Kingdom,Europe
1585,14823,United Kingdom,Europe
1586,14824,United Kingdom,Europe
1587,14825,United Kingdom,Europe
1588,14828,United Kingdom,Europe
1589,14829,United Kingdom,Europe
1590,14830,United Kingdom,Europe
1591,14834,United Kingdom,Europe
1592,14836,United Kingdom,Europe
1593,14837,United Kingdom,Europe
1594,14841,United Kingdom,Europe
1595,14842,United Kingdom,Europe
1596,14844,United Kingdom,Europe
1597,14847,United Kingdom,Europe
1598,14849,United Kingdom,Europe
1599,14850,United Kingdom,Europe
1600,14851,United Kingdom,Europe
1601,14852,United Kingdom,Europe
1602,14854,United Kingdom,Europe
1603,14855,United Kingdom,Europe
1604,14856,United Kingdom,Europe
1605,14857,United Kingdom,Europe
1606,14859,United Kingdom,Europe
1607,14860,United Kingdom,Europe
1608,14862,United Kingdom,Europe
1609,14863,United Kingdom,Europe
1610,14866,United Kingdom,Europe
1611,14867,United Kingdom,Europe
1612,14868,United Kingdom,Europe
1613,14869,United Kingdom,Europe
1614,14871,United Kingdom,Europe
1615,14873,United Kingdom,Europe
1616,14875,United Kingdom,Europe
1617,14878,United Kingdom,Europe
1618,14880,United Kingdom,Europe
1619,14881,United Kingdom,Europe
1620,14883,United Kingdom,Europe
1621,14885,United Kingdom,Europe
1622,14886,United Kingdom,Europe
1623,14888,United Kingdom,Europe
1624,14891,United Kingdom,Europe
1625,14893,United Kingdom,Europe
1626,14894,United Kingdom,Europe
1627,14895,United Kingdom,Europe
1628,14897,United Kingdom,Europe
1629,14898,United Kingdom,Europe
1630,14901,United Kingdom,Europe
1631,14902,United Kingdom,Europe
1632,14903,United Kingdom,Europe
1633,14904,United Kingdom,Europe
1634,14905,United Kingdom,Europe
1635,14907,United Kingdom,Europe
1636,14910,United Kingdom,Europe
1637,14911,Ireland,Europe
1638,14912,Italy,Europe
1639,14913,United Kingdom,Europe
1640,14915,United Kingdom,Europe
1641,14916,United Kingdom,Europe
1642,14918,United Kingdom,Europe
1643,14920,United Kingdom,Europe
1644,14921,United Kingdom,Europe
1645,14923,United Kingdom,Europe
1646,14924,United Kingdom,Europe
1647,14930,Channel Islands,Europe
1648,14931,Channel Islands,Europe
1649,14932,Channel Islands,Europe
1650,14934,Channel Islands,Europe
1651,14936,Channel Islands,Europe
1652,14937,Channel Islands,Europe
1653,14944,United Kingdom,Europe
1654,14946,United Kingdom,Europe
1655,14947,United Kingdom,Europe
1656,14948,United Kingdom,Europe
1657,14951,United Kingdom,Europe
1658,14952,United Kingdom,Europe
1659,14953,United Kingdom,Europe
1660,14954,United Kingdom,Europe
1661,14957,United Kingdom,Europe
1662,14958,United Kingdom,Europe
1663,14959,United Kingdom,Europe
1664,14960,United Kingdom,Europe
1665,14961,United Kingdom,Europe
1666,14962,United Kingdom,Europe
1667,14963,United Kingdom,Europe
1668,14964,United Kingdom,Europe
1669,14965,United Kingdom,Europe
1670,14966,United Kingdom,Europe
1671,14968,United Kingdom,Europe
1672,14970,United Kingdom,Europe
1673,14971,United Kingdom,Europe
1674,14972,United Kingdom,Europe
1675,14973,United Kingdom,Europe
1676,14974,United Kingdom,Europe
1677,14975,United Kingdom,Europe
1678,14976,United Kingdom,Europe
1679,14978,United Kingdom,Europe
1680,14981,United Kingdom,Europe
1681,14984,United Kingdom,Europe
1682,14985,United Kingdom,Europe
1683,14988,United Kingdom,Europe
1684,14995,United Kingdom,Europe
1685,14997,United Kingdom,Europe
1686,14998,United Kingdom,Europe
1687,15000,United Kingdom,Europe
1688,15002,United Kingdom,Europe
1689,15004,United Kingdom,Europe
1690,15005,United Kingdom,Europe
1691,15006,United Kingdom,Europe
1692,15009,United Kingdom,Europe
1693,15010,United Kingdom,Europe
1694,15012,United Kingdom,Europe
1695,15014,United Kingdom,Europe
1696,15016,United Kingdom,Europe
1697,15017,United Kingdom,Europe
1698,15018,United Kingdom,Europe
1699,15019,United Kingdom,Europe
1700,15021,United Kingdom,Europe
1701,15022,United Kingdom,Europe
1702,15023,United Kingdom,Europe
1703,15024,United Kingdom,Europe
1704,15025,United Kingdom,Europe
1705,15026,United Kingdom,Europe
1706,15027,United Kingdom,Europe
1707,15028,United Kingdom,Europe
1708,15030,United Kingdom,Europe
1709,15031,United Kingdom,Europe
1710,15032,United Kingdom,Europe
1711,15033,United Kingdom,Europe
1712,15034,United Kingdom,Europe
1713,15035,United Kingdom,Europe
1714,15036,United Kingdom,Europe
1715,15038,United Kingdom,Europe
1716,15039,United Kingdom,Europe
1717,15041,United Kingdom,Europe
1718,15044,United Kingdom,Europe
1719,15046,United Kingdom,Europe
1720,15047,United Kingdom,Europe
1721,15048,United Kingdom,Europe
1722,15050,United Kingdom,Europe
1723,15051,United Kingdom,Europe
1724,15052,United Kingdom,Europe
1725,15053,United Kingdom,Europe
1726,15054,United Kingdom,Europe
1727,15057,United Kingdom,Europe
1728,15058,United Kingdom,Europe
1729,15059,United Kingdom,Europe
1730,15060,United Kingdom,Europe
1731,15061,United Kingdom,Europe
1732,15062,United Kingdom,Europe
1733,15065,United Kingdom,Europe
1734,15066,United Kingdom,Europe
1735,15067,United Kingdom,Europe
1736,15068,United Kingdom,Europe
1737,15069,United Kingdom,Europe
1738,15071,United Kingdom,Europe
1739,15073,United Kingdom,Europe
1740,15074,United Kingdom,Europe
1741,15075,United Kingdom,Europe
1742,15076,United Kingdom,Europe
1743,15078,United Kingdom,Europe
1744,15079,United Kingdom,Europe
1745,15081,United Kingdom,Europe
1746,15087,United Kingdom,Europe
1747,15088,United Kingdom,Europe
1748,15089,United Kingdom,Europe
1749,15090,United Kingdom,Europe
1750,15091,United Kingdom,Europe
1751,15092,United Kingdom,Europe
1752,15093,United Kingdom,Europe
1753,15095,United Kingdom,Europe
1754,15096,United Kingdom,Europe
1755,15097,United Kingdom,Europe
1756,15099,United Kingdom,Europe
1757,15100,United Kingdom,Europe
1758,15103,United Kingdom,Europe
1759,15104,United Kingdom,Europe
1760,15105,United Kingdom,Europe
1761,15106,United Kingdom,Europe
1762,15107,United Kingdom,Europe
1763,15108,European Community,Other
1764,15109,United Kingdom,Europe
1765,15110,United Kingdom,Europe
1766,15111,United Kingdom,Europe
